epoch,dice_coef,val_dice_coef,loss,val_loss,,lr
35,0.863623977,0.874582052,0.311284781,0.261275887,,0.0005
36,0.863862157,0.851833045,0.304526597,0.276545078,,0.0005
37,0.865763128,0.049865313,0.309336692,1.313336849,,0.0005
38,0.866490364,0.578237474,0.301007986,0.952434421,,0.0005
39,0.867920637,0.811541021,0.296415836,0.284536958,,0.0005
40,0.872185349,0.889759183,0.294883251,0.223571494,,0.0005
41,0.877359748,0.389810115,0.29049924,0.718603611,,0.0005
42,0.875615835,0.815154791,0.289140522,0.411770225,,0.0005
43,0.876535416,0.514044344,0.276813328,0.568419874,,0.0005
44,0.881284714,0.895936072,0.273887634,0.186286405,,0.0005
45,0.880304813,0.858476758,0.271114767,0.220054865,,0.0005
46,0.876428306,0.643087506,0.282302886,0.831581295,,0.0005
47,0.881229162,0.277105004,0.279743016,0.886301517,,0.0005
48,0.879543185,0.901878059,0.27160719,0.185712114,,0.0005
49,0.883673668,0.811112881,0.264493972,0.28898716,,0.0005
50,0.88703084,0.865637064,0.263287961,0.194327682,,0.0005
51,0.897316754,0.602704406,0.246305585,0.475149095,,0.0005
52,0.89196527,0.636360824,0.256054014,0.419267744,,0.0005
53,0.88810432,0.828552067,0.24914673,0.396686912,,0.0005
54,0.89459759,0.845476329,0.248737112,0.361003548,,0.0005
55,0.88843441,0.835658312,0.256514341,0.25152567,,0.0005
56,0.896252513,0.827323258,0.245597377,0.235886961,,0.0005
57,0.896017075,0.844882071,0.235263035,0.336408287,,0.0005
58,0.892607927,0.89104861,0.23933363,0.181670919,,0.0005
59,0.891776085,0.869168282,0.231874764,0.316248417,,0.0005
60,0.892117381,0.765936017,0.244661301,0.329140633,,0.0005
61,0.894783914,0.448019087,0.232892692,1.93567884,,0.0005
62,0.900794148,0.893878758,0.234186813,0.24811101,,0.0005
63,0.900333822,0.162247777,0.236099318,1.041969061,,0.0005
64,0.90689671,0.871920228,0.220673397,0.220050737,,0.0005
65,0.903237164,0.890343666,0.221186846,0.247224346,,0.0005
66,0.905074239,0.890144527,0.220140412,0.259953171,,0.0005
67,0.90485239,0.820756197,0.217302412,0.22318399,,0.0005
68,0.907352865,0.857558072,0.212046489,0.324399829,,0.0005
69,0.906870663,0.901394188,0.214612946,0.22298336,,0.0005
70,0.906316996,0.882471442,0.211647868,0.270348847,,0.0005
71,0.915278852,0.86513716,0.197005674,0.176416337,,0.00025
72,0.916608095,0.928784013,0.186135128,0.121877797,,0.00025
73,0.913957536,0.926421821,0.184815466,0.153334767,,0.00025
74,0.917022586,0.91450417,0.180107877,0.179582313,,0.00025
75,0.918666601,0.90425092,0.177548081,0.14403142,,0.00025
76,0.913715661,0.929628432,0.179404259,0.149359077,,0.00025
77,0.918820024,0.903473914,0.176081762,0.130107686,,0.00025
78,0.919510603,0.924659848,0.177154168,0.157342523,,0.00025
79,0.914659321,0.828344166,0.182194293,0.206748903,,0.00025
80,0.919180214,0.920603156,0.174538866,0.158304691,,0.00025
81,0.919588685,0.916797519,0.172976449,0.169097349,,0.00025
82,0.921257913,0.932022393,0.171604276,0.126450121,,0.00025
83,0.918110192,0.896970928,0.180981919,0.149287805,,0.00025
84,0.921316683,0.931416094,0.1681173,0.126054108,,0.00025
85,0.924675465,0.93411386,0.15873979,0.098356456,,0.000125
86,0.920826972,0.939057529,0.15796496,0.102081813,,0.000125
87,0.924249947,0.919815481,0.154013678,0.11362692,,0.000125
88,0.925045431,0.939651787,0.154821485,0.106019281,,0.000125
89,0.920261085,0.934755087,0.156288564,0.098424412,,0.000125
90,0.923780739,0.937375963,0.151936591,0.089572877,,0.000125
91,0.926665306,0.930187345,0.150918916,0.112806298,,0.000125
92,0.926380873,0.916717529,0.150133207,0.109915011,,0.000125
93,0.925204098,0.928814232,0.147726014,0.134512082,,0.000125
94,0.928959429,0.934603512,0.148909047,0.101876348,,0.000125
95,0.9211694,0.932155728,0.156879321,0.12633723,,0.000125
96,0.928985059,0.919515252,0.146324068,0.150460705,,0.000125
97,0.927740812,0.915174305,0.151506081,0.101439387,,0.000125
98,0.92868036,0.943179667,0.14407362,0.084516525,,0.000125
99,0.927779198,0.93940568,0.144500628,0.092539333,,0.000125
100,0.928322256,0.864205062,0.144392073,0.163065091,,0.000125
101,0.924135804,0.936083734,0.149881393,0.104793556,,0.000125
102,0.926611483,0.939332306,0.144781858,0.098587744,,0.000125
103,0.927048624,0.942759216,0.144435585,0.091030322,,0.000125
104,0.929676831,0.941078067,0.139428362,0.076201223,,0.000125
105,0.928676903,0.943551064,0.140224308,0.090120696,,0.000125
106,0.928863943,0.934777319,0.140096724,0.113638759,,0.000125
107,0.929837227,0.94056493,0.139257908,0.076505676,,0.000125
108,0.93333441,0.944246233,0.135175988,0.083509393,,0.000125
109,0.930003881,0.927391052,0.139807135,0.090682507,,0.000125
110,0.928312778,0.921660662,0.139080435,0.090097569,,0.000125
111,0.930698097,0.93834573,0.134005263,0.10314589,,0.000125
112,0.930938125,0.936000943,0.134276107,0.107533909,,0.000125
113,0.930278897,0.942759216,0.138937369,0.074203663,,0.000125
114,0.93138814,0.913988471,0.136079177,0.096833587,,0.000125
115,0.930951118,0.930636108,0.133968696,0.122552447,,0.000125
116,0.929334044,0.909742594,0.136592686,0.101676457,,0.000125
117,0.929245293,0.93652159,0.133430183,0.118291996,,0.000125
118,0.92888552,0.931414247,0.135387257,0.114620842,,0.000125
119,0.930093527,0.929054439,0.12981604,0.118079588,,0.000125
120,0.931670368,0.94470042,0.131912559,0.072526135,,0.000125
121,0.933140814,0.935318828,0.132277742,0.120501041,,0.000125
122,0.931746125,0.944267094,0.13070102,0.067499757,,0.000125
123,0.931403339,0.930745184,0.129565626,0.124906152,,0.000125
124,0.931179464,0.944627702,0.131779835,0.085501589,,0.000125
125,0.932743132,0.939373732,0.125521168,0.095709838,,0.000125
126,0.931814671,0.893838942,0.130908608,0.112919562,,0.000125
127,0.929676175,0.941742778,0.126721188,0.086263776,,0.000125
128,0.931193531,0.916630387,0.129040644,0.083837301,,0.000125
129,0.929423511,0.926551998,0.127206549,0.079069406,,0.000125
130,0.930777729,0.940588355,0.129055083,0.085491106,,0.000125
131,0.930778503,0.948288977,0.126880467,0.059399404,,0.000125
132,0.931554556,0.926129341,0.126619816,0.072453283,,0.000125
133,0.934549332,0.889576912,0.121474624,0.109168351,,0.000125
134,0.932140291,0.944326222,0.127439097,0.069442451,,0.000125
135,0.933021545,0.873449087,0.121982306,0.122007526,,0.000125
136,0.932471812,0.929391086,0.123727962,0.062981106,,0.000125
137,0.933157146,0.940736711,0.121091701,0.083631366,,0.000125
138,0.934218526,0.945738018,0.119036302,0.060774725,,0.000125
139,0.933931589,0.946422398,0.120510362,0.047405239,,0.000125
140,0.934321225,0.934095323,0.119908787,0.059637774,,0.000125
141,0.934238791,0.948435426,0.119915739,0.04356252,,0.000125
142,0.9333722,0.950017571,0.121667355,0.044551771,,0.000125
143,0.93650949,0.947023749,0.116000421,0.044926323,,0.000125
144,0.935277164,0.945075572,0.117103264,0.066721089,,0.000125
145,0.930847108,0.931728661,0.12329185,0.055499122,,0.000125
146,0.933780909,0.943787158,0.11825496,0.062971465,,0.000125
147,0.933314979,0.949165463,0.117603324,0.042932037,,0.000125
148,0.933748662,0.945634663,0.114383556,0.054625556,,0.000125
149,0.936409473,0.932277083,0.113905065,0.060089782,,0.000125
150,0.933482766,0.935743988,0.125462294,0.087694675,,0.000125
151,0.932137609,0.948197126,0.123703465,0.041176856,,0.000125
152,0.936137497,0.941812992,0.112015218,0.065086074,,0.000125
153,0.936610997,0.908224046,0.11389932,0.158221513,,0.000125
154,0.93505317,0.94329679,0.11396452,0.055105414,,0.000125
155,0.933244884,0.94905895,0.109267347,0.033374578,,0.000125
156,0.932999134,0.945951641,0.113088943,0.048163421,,0.000125
157,0.934571505,0.948246956,0.110142298,0.035988666,,0.000125
158,0.935249329,0.938829243,0.108321331,0.052714203,,0.000125
159,0.935990632,0.942279279,0.106502175,0.017142445,,0.000125
160,0.933051288,0.944839358,0.117134526,0.054429874,,0.000125
161,0.934638977,0.951197863,0.110313661,0.033594586,,0.000125
162,0.937088728,0.924370527,0.108627133,0.047966361,,0.000125
163,0.936557531,0.91017592,0.104092851,0.146456882,,0.000125
164,0.936123013,0.948282182,0.10586635,0.019244427,,0.000125
165,0.93524754,0.949154317,0.107438378,0.013727409,,0.000125
166,0.932040334,0.931613326,0.109334454,0.031268802,,0.000125
167,0.936520457,0.939129829,0.105111107,0.019173786,,0.000125
168,0.934028685,0.922345519,0.111535236,0.087227531,,0.000125
169,0.934795439,0.943709612,0.10530258,0.026459817,,0.000125
170,0.935322583,0.92237711,0.102571607,0.066221029,,0.000125
171,0.935128689,0.946977139,0.098799378,-0.000422905,,0.000125
172,0.935947955,0.936586201,0.099470891,-0.003595383,,0.000125
173,0.936978936,0.947782338,0.094797716,-0.002500238,,0.000125
174,0.934432566,0.945624769,0.095746785,-0.021779509,,0.000125
175,0.935345352,0.944516897,0.094635956,-0.009177473,,0.000125
176,0.933859766,0.945923567,0.097227849,0.010547161,,0.000125
177,0.935212016,0.946481884,0.102676339,-0.008043954,,0.000125
178,0.936577797,0.915137708,0.093482956,0.002002723,,0.000125
179,0.934983492,0.944695115,0.089097336,-0.048701093,,0.000125
