epoch,dice_coef,val_dice_coef,loss,val_loss,,,lr
149,0.833908975,0.895743966,0.049713328,0.040153503,,,0.000125
150,0.830014706,0.893418431,0.048724949,0.040569805,,,0.000125
151,0.832232714,0.892128944,0.047949351,0.041719034,,,0.000125
152,0.833040059,0.889101267,0.048824333,0.042227849,,,0.000125
153,0.826279819,0.894447565,0.048971377,0.039866611,,,0.000125
154,0.827206671,0.890953183,0.048865672,0.040983561,,,0.000125
155,0.834932625,0.894518435,0.048350334,0.040405206,,,0.000125
156,0.835975409,0.894372642,0.045578625,0.040676981,,,0.000125
157,0.832183301,0.891361892,0.046696283,0.040142883,,,0.000125
158,0.827011704,0.895744562,0.047577798,0.039386719,,,0.000125
159,0.829669058,0.889682293,0.047057416,0.041162986,,,0.000125
160,0.826881647,0.890492201,0.04830838,0.041122373,,,0.000125
161,0.818071842,0.895638466,0.050238375,0.039682135,,,0.000125
162,0.837336063,0.896918416,0.048930626,0.041862514,,,0.000125
163,0.837634087,0.890211403,0.047230314,0.040327866,,,0.000125
164,0.835728526,0.889578879,0.048818041,0.04080347,,,0.000125
165,0.820650637,0.884078264,0.048377972,0.041958202,,,0.000125
166,0.840263724,0.892009616,0.047836073,0.04218122,,,0.000125
167,0.828722775,0.898349524,0.048725843,0.038804077,,,0.000125
168,0.833899021,0.900830209,0.046512537,0.037358254,,,0.000125
169,0.827680826,0.898641109,0.04710963,0.039490897,,,0.000125
170,0.825964034,0.895342946,0.047302503,0.040466402,,,0.000125
171,0.836477637,0.898855507,0.04620282,0.038999259,,,0.000125
172,0.835127473,0.895430207,0.047442503,0.039733902,,,0.000125
173,0.826578021,0.892562687,0.048316579,0.042535774,,,0.000125
174,0.844636202,0.893156648,0.045513738,0.041622266,,,0.000125
175,0.834641933,0.898778021,0.0458255,0.037772208,,,0.000125
176,0.844053745,0.89683634,0.044712339,0.038185991,,,0.000125
177,0.841038883,0.896139503,0.046688896,0.040827606,,,0.000125
178,0.831691921,0.900011182,0.047099851,0.041204784,,,0.000125
179,0.838399529,0.896591783,0.045205288,0.041335285,,,0.000125
180,0.832100511,0.889909029,0.046124212,0.040879428,,,0.000125
181,0.833027244,0.883911669,0.047223143,0.045257263,,,0.000125
182,0.832250714,0.891786516,0.047227625,0.041220374,,,0.000125
183,0.837498426,0.892449975,0.046338268,0.039899942,,,0.000125
184,0.836235821,0.891746104,0.046720844,0.04006613,,,0.000125
185,0.832633674,0.89337492,0.046666812,0.041317634,,,0.000125
186,0.837336302,0.901746809,0.045254681,0.039320689,,,0.000125
187,0.839304864,0.905155957,0.04720486,0.036721464,,,0.000125
188,0.839510083,0.90203476,0.046934493,0.039613485,,,0.000125
189,0.838799655,0.880428791,0.045644484,0.042090848,,,0.000125
190,0.835525513,0.891777337,0.045635432,0.040683012,,,0.000125
191,0.830202699,0.892006457,0.046453737,0.040167082,,,0.000125
192,0.841505408,0.890739024,0.044616248,0.041007884,,,0.000125
193,0.83427316,0.894318163,0.046197284,0.040750463,,,0.000125
194,0.841408372,0.895700097,0.044862285,0.039243765,,,0.000125
195,0.839350402,0.889451683,0.046244483,0.042871285,,,0.000125
196,0.835293174,0.905945361,0.045052975,0.038546652,,,0.000125
197,0.834285378,0.902380764,0.046324182,0.038649835,,,0.000125
198,0.837429702,0.904671192,0.045140993,0.03770411,,,0.000125
199,0.828093529,0.896059096,0.046087839,0.039157189,,,0.000125
200,0.836999416,0.893763959,0.046606682,0.041589048,,,0.000125
201,0.836325109,0.90141964,0.045936376,0.037906654,,,0.000125
202,0.832265139,0.901178777,0.046975028,0.038655937,,,0.000125
203,0.843022406,0.902855217,0.045454204,0.037533313,,,0.000125
204,0.841222346,0.898911655,0.045285299,0.040255293,,,0.000125
205,0.84249711,0.893946469,0.045562737,0.041813359,,,0.000125
206,0.834333599,0.901185632,0.047578856,0.03999323,,,0.000125
207,0.848333538,0.895869374,0.04467475,0.039310232,,,0.000125
208,0.839205503,0.907870352,0.044286046,0.036502309,,,6.25E-05
209,0.846125305,0.906998992,0.044097368,0.037182726,,,6.25E-05
210,0.838798881,0.901882648,0.044949774,0.03743276,,,6.25E-05
211,0.842361033,0.908381164,0.044867478,0.036292702,,,6.25E-05
212,0.844768822,0.899300814,0.043526154,0.039393272,,,6.25E-05
213,0.838064015,0.901287079,0.045233428,0.03937564,,,6.25E-05
214,0.83420521,0.905060112,0.046045531,0.03826604,,,6.25E-05
215,0.83210361,0.903340042,0.043533433,0.038437463,,,6.25E-05
216,0.833185852,0.900973022,0.045030311,0.038223304,,,6.25E-05
217,0.837044358,0.901837707,0.043824583,0.038934797,,,6.25E-05
218,0.848926783,0.903495312,0.04302188,0.037684549,,,6.25E-05
219,0.84908247,0.907539487,0.04260033,0.037071574,,,6.25E-05
220,0.850168347,0.907633066,0.043406572,0.036703028,,,6.25E-05
221,0.851065099,0.903993309,0.042394713,0.037127394,,,6.25E-05
222,0.84448266,0.90000838,0.04360028,0.038367961,,,6.25E-05
223,0.849265695,0.904601157,0.044200525,0.038911901,,,6.25E-05
224,0.847465038,0.899053514,0.043240622,0.038966596,,,6.25E-05
225,0.842397511,0.902986169,0.043577362,0.038658027,,,6.25E-05
226,0.839891851,0.901087463,0.044335566,0.037492197,,,6.25E-05
227,0.845805585,0.898481727,0.043455716,0.03896413,,,6.25E-05
228,0.838128567,0.905331552,0.045748632,0.036645446,,,6.25E-05
229,0.849653423,0.903266132,0.042797528,0.037624419,,,6.25E-05
230,0.837700188,0.895516992,0.045443267,0.04129348,,,6.25E-05
231,0.840352774,0.90563792,0.043966629,0.036115393,,,6.25E-05
232,0.84322685,0.894894361,0.044029608,0.039551862,,,6.25E-05
233,0.855616629,0.901921034,0.042683318,0.037165236,,,6.25E-05
234,0.837528229,0.902580798,0.044548325,0.03734538,,,6.25E-05
235,0.849174738,0.908794761,0.042793803,0.03628014,,,6.25E-05
236,0.852470934,0.904003501,0.041558977,0.03688471,,,6.25E-05
237,0.847499847,0.907573819,0.042317491,0.035015181,,,6.25E-05
238,0.849342346,0.908991277,0.042701539,0.035191875,,,6.25E-05
239,0.846380651,0.902499497,0.043020967,0.03796,,,6.25E-05
240,0.837783098,0.905229747,0.043852981,0.036602668,,,6.25E-05
241,0.844421089,0.907407582,0.043000851,0.03608555,,,6.25E-05
242,0.854504883,0.908198357,0.042435534,0.036593989,,,6.25E-05
243,0.849816263,0.903644443,0.041264825,0.037905406,,,6.25E-05
244,0.847333908,0.902680039,0.042398162,0.038463593,,,6.25E-05
245,0.864952624,0.901167393,0.041737236,0.037764315,,,6.25E-05
246,0.855113983,0.900071502,0.042165127,0.038068473,,,6.25E-05
247,0.84262836,0.904440224,0.042639606,0.038063753,,,6.25E-05
248,0.845386386,0.908157289,0.042374942,0.03703576,,,6.25E-05
249,0.85020715,0.903642297,0.040863276,0.037719548,,,6.25E-05
250,0.850337982,0.90447402,0.04202693,0.037122078,,,6.25E-05
251,0.850415409,0.908121109,0.041835736,0.036589589,,,6.25E-05
252,0.851445615,0.906083763,0.042536046,0.035983671,,,6.25E-05
253,0.846727133,0.905866146,0.043226372,0.035830427,,,6.25E-05
254,0.85028547,0.903301477,0.041326284,0.038206518,,,6.25E-05
255,0.854450405,0.902729511,0.041834548,0.037575185,,,6.25E-05
256,0.845605016,0.905297756,0.043591548,0.035678919,,,6.25E-05
257,0.852951765,0.903923631,0.043053161,0.037384395,,,6.25E-05
258,0.853454292,0.903841555,0.042370081,0.037631996,,,3.13E-05
259,0.847947359,0.903411508,0.040826745,0.037728123,,,3.13E-05
260,0.856090724,0.905235827,0.040841557,0.036405519,,,3.13E-05
261,0.85275507,0.902259111,0.040964626,0.038413707,,,3.13E-05
262,0.848330796,0.904346287,0.041117236,0.036638606,,,3.13E-05
263,0.850845397,0.900279701,0.043341752,0.038515929,,,3.13E-05
264,0.856290162,0.903237522,0.042461596,0.037167024,,,3.13E-05
265,0.850973368,0.904162824,0.041798424,0.036759637,,,3.13E-05
266,0.853777409,0.904250145,0.040574897,0.036779024,,,3.13E-05
267,0.838541687,0.907722712,0.042305969,0.035943054,,,3.13E-05
268,0.849825084,0.906221211,0.041496251,0.03554729,,,3.13E-05
269,0.854445696,0.905661643,0.039782241,0.036151614,,,3.13E-05
270,0.849259675,0.903831542,0.040564869,0.037112821,,,3.13E-05
271,0.853679299,0.906259477,0.041080594,0.036789857,,,3.13E-05
272,0.858315647,0.907516718,0.040558994,0.035947878,,,3.13E-05
273,0.859237134,0.904065192,0.040948577,0.037101749,,,3.13E-05
274,0.854896367,0.905445576,0.041625716,0.036223847,,,3.13E-05
275,0.851636887,0.911334515,0.041960556,0.033952784,,,3.13E-05
276,0.844551802,0.904745102,0.042124823,0.03684165,,,3.13E-05
277,0.858912945,0.906432509,0.041033149,0.035355192,,,3.13E-05
278,0.857615709,0.905740082,0.039889552,0.035961717,,,3.13E-05
279,0.857309878,0.909454286,0.040622748,0.035201199,,,3.13E-05
280,0.854561627,0.90610981,0.041397795,0.036106501,,,3.13E-05
281,0.859913588,0.909531951,0.040190525,0.035026312,,,3.13E-05
282,0.855871081,0.908656776,0.041364916,0.035845723,,,3.13E-05
283,0.852351665,0.908512115,0.041319042,0.03551729,,,3.13E-05
284,0.853087306,0.90746367,0.03987674,0.036673058,,,3.13E-05
285,0.85639292,0.908820748,0.041029144,0.036061849,,,3.13E-05
286,0.856572509,0.908983469,0.040583313,0.035987314,,,3.13E-05
287,0.855796218,0.90933311,0.040683523,0.036106419,,,3.13E-05
288,0.852818489,0.912268519,0.040341813,0.035153154,,,3.13E-05
289,0.857078314,0.914482534,0.040280156,0.033615023,,,3.13E-05
290,0.848945439,0.908843517,0.041172288,0.036171693,,,3.13E-05
291,0.855048895,0.910928726,0.039555054,0.03409832,,,3.13E-05
292,0.856170535,0.908344924,0.039599627,0.035823293,,,3.13E-05
293,0.848007143,0.907965958,0.040641867,0.035919569,,,3.13E-05
294,0.85613364,0.913324654,0.040240202,0.034910794,,,3.13E-05
295,0.852976859,0.91440767,0.042004716,0.033716325,,,3.13E-05
296,0.860432804,0.910983443,0.041629296,0.034523994,,,3.13E-05
297,0.855038226,0.911702991,0.040773906,0.033839263,,,3.13E-05
298,0.856131017,0.909750998,0.041256238,0.035209581,,,3.13E-05
299,0.853547931,0.908920944,0.04071537,0.035178605,,,3.13E-05
,0.864952624,0.914482534,,,,,
