epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.2654670178890228,1.0401480197906494,1e-04,0.016750913113355637,1.1361804008483887
1,0.5258805155754089,0.6941955089569092,1e-04,0.0033097548875957727,1.180487871170044
2,0.6289119720458984,0.5811508893966675,1e-04,0.5051565170288086,0.6405102610588074
3,0.6789640784263611,0.5260871052742004,1e-04,0.4669687747955322,0.6846878528594971
4,0.7000402212142944,0.5064713954925537,1e-04,0.5340577960014343,0.6561489105224609
5,0.7056269645690918,0.48559433221817017,1e-04,0.018934713676571846,1.143334984779358
6,0.7373070120811462,0.44992250204086304,1e-04,0.11767798662185669,1.0331881046295166
7,0.7366055250167847,0.45716556906700134,1e-04,0.3126625716686249,1.3250211477279663
8,0.7785999178886414,0.4141418933868408,1e-04,0.43111464381217957,0.6831090450286865
9,0.7615702748298645,0.42602553963661194,1e-04,0.41798830032348633,0.95602947473526
10,0.7909064888954163,0.3907744586467743,2e-05,0.6119281053543091,0.5399171113967896
11,0.8064662218093872,0.3568481206893921,2e-05,0.4844513237476349,0.6279570460319519
12,0.8159171342849731,0.3521125316619873,2e-05,0.6200517416000366,0.5958782434463501
13,0.8177987337112427,0.3413386642932892,2e-05,0.6290416121482849,0.5202115774154663
14,0.8284241557121277,0.33545464277267456,2e-05,0.6197652816772461,0.535150408744812
15,0.8274595737457275,0.32982656359672546,2e-05,0.6262499094009399,0.542375922203064
16,0.8211965560913086,0.3270972669124603,2e-05,0.5929178595542908,0.6034606695175171
17,0.8391280770301819,0.31518346071243286,2e-05,0.6235126256942749,0.5920265316963196
18,0.839950680732727,0.3058406412601471,2e-05,0.5374998450279236,0.6306933164596558
19,0.8469926714897156,0.3021833002567291,2e-05,0.6148016452789307,0.5519826412200928
20,0.8494355082511902,0.2966208755970001,2e-05,0.4830593764781952,0.6375548839569092
21,0.8639881014823914,0.27966442704200745,4e-06,0.6334937810897827,0.5275260210037231
22,0.86627596616745,0.2785598635673523,4e-06,0.6255603432655334,0.5326184034347534
23,0.8602809309959412,0.2761242091655731,4e-06,0.6296275854110718,0.5286763906478882
24,0.8631049990653992,0.26993298530578613,4e-06,0.6356551647186279,0.5311295986175537
25,0.8651218414306641,0.26955336332321167,4e-06,0.6317874789237976,0.5247738361358643
26,0.8636540174484253,0.2698242664337158,4e-06,0.6316789984703064,0.5326353907585144
27,0.8611457943916321,0.2729138433933258,4e-06,0.6341156959533691,0.5258984565734863
28,0.8741008043289185,0.2633925676345825,8e-07,0.6293325424194336,0.5295650362968445
29,0.8601633310317993,0.267839640378952,8e-07,0.6348303556442261,0.5291944742202759
30,0.8695254921913147,0.25938722491264343,8e-07,0.6280621886253357,0.5326652526855469
31,0.864296555519104,0.2610534131526947,8e-07,0.6330723762512207,0.5274983644485474
32,0.8700557351112366,0.26217079162597656,8e-07,0.6405434012413025,0.5309973955154419
33,0.8699290752410889,0.2586331069469452,8e-07,0.638217568397522,0.526969850063324
34,0.8689848184585571,0.2606005072593689,8e-07,0.6333580613136292,0.5280036926269531
35,0.8690483570098877,0.2626841962337494,1.6e-07,0.6290791034698486,0.5385704040527344
36,0.8735900521278381,0.25666123628616333,1.6e-07,0.6265673041343689,0.5395572781562805
37,0.8722353577613831,0.25884515047073364,1.6e-07,0.6281750202178955,0.5342113375663757
38,0.8734309673309326,0.25890666246414185,1.6e-07,0.6288411617279053,0.5365935564041138
39,0.872437596321106,0.26117074489593506,1.6e-07,0.6300466060638428,0.5348004102706909
40,0.8698682188987732,0.2579061985015869,1.6e-07,0.6304563283920288,0.5331395864486694
41,0.8666419386863708,0.2609102725982666,1.6e-07,0.6308336853981018,0.5333514213562012
42,0.866392195224762,0.2615400552749634,3.2e-08,0.629351019859314,0.5395879745483398
43,0.8704819679260254,0.2581496238708496,3.2e-08,0.6309051513671875,0.5359363555908203
