epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.007085882592946291,1.0988155603408813,0.001,0.0006824283045716584,1.014813780784607
1,0.023264767602086067,1.0253993272781372,0.001,0.0006702908431179821,1.0060269832611084
2,0.026573877781629562,1.0237939357757568,0.001,0.000794095394667238,1.005281686782837
3,0.0421002060174942,1.01852548122406,0.001,0.0007423199131153524,1.0050255060195923
4,0.057894475758075714,1.0082989931106567,0.001,0.0009297510259784758,1.0298503637313843
5,0.054554279893636703,1.015521764755249,0.001,0.000495623447932303,1.0255953073501587
6,0.10152103006839752,0.9918555617332458,0.001,0.00041284490725956857,1.0089757442474365
7,0.05905452370643616,1.0045084953308105,0.001,0.0002730772830545902,1.057395100593567
8,0.10426141321659088,0.9904617071151733,0.001,0.0004705986357294023,1.0267415046691895
9,0.12710273265838623,0.9860867261886597,0.001,0.0005509654874913394,1.047106146812439
10,0.13706029951572418,0.9834293723106384,0.001,0.0006126893567852676,1.0052409172058105
11,0.15263059735298157,0.9741679430007935,0.001,0.004228441044688225,1.0042850971221924
12,0.15104027092456818,0.976517915725708,0.001,0.0008244294440373778,1.0209667682647705
13,0.17084097862243652,0.9713647365570068,0.001,0.002597585553303361,1.0318971872329712
14,0.14882715046405792,0.9731517434120178,0.001,0.0044618952088057995,1.0726163387298584
15,0.16889195144176483,0.9699971079826355,0.001,0.0017841780791059136,1.0136116743087769
16,0.17996923625469208,0.9670087099075317,0.001,0.0029278285801410675,1.0064482688903809
17,0.18314442038536072,0.9677619338035583,0.001,0.0014835693873465061,1.0067194700241089
18,0.1705070436000824,0.9657276272773743,0.001,0.0014868375146761537,1.0034068822860718
19,0.19011615216732025,0.9621283411979675,0.001,0.011233894154429436,1.0074336528778076
20,0.21323247253894806,0.9579219222068787,0.001,0.002604394918307662,1.0273106098175049
21,0.19095328450202942,0.9647989869117737,0.001,0.0003594547160901129,1.015413522720337
22,0.1750359684228897,0.9599224925041199,0.001,0.0012623181100934744,1.006717562675476
23,0.23548658192157745,0.9544254541397095,0.001,0.00596881378442049,1.0949428081512451
24,0.20719963312149048,0.9598771333694458,0.001,0.002883405424654484,1.014723777770996
25,0.21794994175434113,0.9553413391113281,0.001,0.0027048573829233646,1.0067201852798462
26,0.21218350529670715,0.9530378580093384,0.001,0.002293182071298361,1.0250422954559326
