epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.00255241128616035,1.017472267150879,0.001,0.007519638631492853,1.0160952806472778
1,0.005017783958464861,1.013515591621399,0.001,0.00993277132511139,1.0133388042449951
2,0.013086717575788498,1.0102027654647827,0.001,0.015401680953800678,1.0119562149047852
3,0.021628135815262794,1.0065903663635254,0.001,0.014045264571905136,1.0144875049591064
4,0.02774132788181305,1.0043388605117798,0.001,0.05070618912577629,1.0237170457839966
5,0.033368777483701706,1.00251042842865,0.001,0.023372210562229156,1.0038034915924072
6,0.03645065054297447,1.0013412237167358,0.001,0.01661929115653038,1.0316752195358276
7,0.04121065139770508,1.0001310110092163,0.001,0.03888601437211037,0.9987502694129944
8,0.045283373445272446,0.9983702898025513,0.001,0.06076832488179207,1.0034458637237549
9,0.0483742319047451,0.9975278377532959,0.001,0.05417673662304878,0.9988278150558472
10,0.05307755991816521,0.996205747127533,0.001,0.06626106053590775,1.0000089406967163
11,0.0530502088367939,0.9962374567985535,0.001,0.07485867291688919,0.998671293258667
12,0.05811169371008873,0.994910717010498,0.001,0.15120099484920502,0.9985183477401733
13,0.061915263533592224,0.9942484498023987,0.001,0.07599657028913498,1.0001243352890015
14,0.06547309458255768,0.9929412007331848,0.001,0.061707306653261185,0.9959742426872253
15,0.15168793499469757,0.8944449424743652,0.001,0.9067365527153015,0.11726789176464081
16,0.8357069492340088,0.09842338413000107,0.001,0.8896024823188782,0.10714467614889145
17,0.8367838859558105,0.09193292260169983,0.001,0.9067376255989075,0.10299074649810791
18,0.8399458527565002,0.08986430615186691,0.001,0.9080415368080139,0.09626356512308121
19,0.8316981792449951,0.08873578906059265,0.001,0.906737744808197,0.10130956768989563
20,0.8346825838088989,0.08717955648899078,0.001,0.9069324135780334,0.09866379201412201
21,0.8351064920425415,0.08838873356580734,0.001,0.9101293683052063,0.08866730332374573
22,0.8351226449012756,0.08659027516841888,0.001,0.9068588018417358,0.10265134274959564
23,0.8224684000015259,0.08504600822925568,0.001,0.9072093963623047,0.09818774461746216
24,0.8441714644432068,0.08705684542655945,0.001,0.906737744808197,0.10217627882957458
25,0.8318017721176147,0.08917941898107529,0.001,0.8531333208084106,0.1117749959230423
26,0.8232495188713074,0.08178862184286118,0.001,0.8384667038917542,0.10706967860460281
27,0.8244307041168213,0.07796908915042877,0.001,0.9118953347206116,0.08349291235208511
28,0.82984858751297,0.0767933651804924,0.001,0.9059862494468689,0.08958708494901657
29,0.8280661702156067,0.07717660069465637,0.001,0.8875318169593811,0.1126326397061348
30,0.8294439315795898,0.0783763900399208,0.001,0.9177414178848267,0.08103084564208984
31,0.8265445232391357,0.07571873813867569,0.001,0.8815113306045532,0.10429946333169937
32,0.8292245864868164,0.07804664969444275,0.001,0.8569225668907166,0.11392068862915039
33,0.8231489658355713,0.0805470272898674,0.001,0.9092276096343994,0.09751724451780319
34,0.8418548107147217,0.07155108451843262,0.001,0.9073781967163086,0.09351111203432083
35,0.8414468169212341,0.07151366025209427,0.001,0.905602753162384,0.08262214809656143
36,0.846573531627655,0.07617207616567612,0.001,0.9160172343254089,0.07846341282129288
37,0.8409273624420166,0.07838494330644608,0.001,0.9118947386741638,0.08060606569051743
