epoch,dice_coef,loss,lr,val_dice_coef,val_loss
33,0.8310211896896362,0.30041036009788513,0.0005,0.7597243785858154,0.27561062574386597
34,0.8275433778762817,0.30822885036468506,0.0005,0.78281569480896,0.2739342153072357
35,0.8260704874992371,0.3053428530693054,0.0005,0.7978838682174683,0.2595263421535492
36,0.8310461640357971,0.2992359399795532,0.0005,0.8013429045677185,0.2673845589160919
37,0.8326868414878845,0.2895302474498749,0.0005,0.8147324919700623,0.25332316756248474
38,0.8356966376304626,0.29127073287963867,0.0005,0.8020298480987549,0.26251110434532166
39,0.8362264037132263,0.29017677903175354,0.0005,0.7790533900260925,0.2714719772338867
40,0.8338944911956787,0.28918686509132385,0.0005,0.7937209010124207,0.2980019450187683
41,0.839527428150177,0.2830459475517273,0.0005,0.7911527752876282,0.2880002558231354
42,0.837644100189209,0.2838340997695923,0.0005,0.8124035596847534,0.2481480985879898
43,0.8396258354187012,0.2796543538570404,0.0005,0.8172460794448853,0.25387516617774963
44,0.841279149055481,0.2872413694858551,0.0005,0.8097841739654541,0.24632544815540314
45,0.8392751216888428,0.2790147066116333,0.0005,0.7997657656669617,0.2916618287563324
46,0.8474551439285278,0.2703830897808075,0.0005,0.8100356459617615,0.23880669474601746
47,0.8432526588439941,0.2730187773704529,0.0005,0.7864018082618713,0.2980000078678131
48,0.8445204496383667,0.2711350619792938,0.0005,0.806194007396698,0.25293800234794617
49,0.8454912304878235,0.2776528298854828,0.0005,0.7914742231369019,0.3028068542480469
50,0.8492040038108826,0.266748309135437,0.0005,0.729182779788971,0.29953476786613464
51,0.8485092520713806,0.26774588227272034,0.0005,0.7937464118003845,0.2720431685447693
52,0.8474088311195374,0.26648181676864624,0.0005,0.8281456232070923,0.22783420979976654
53,0.849736213684082,0.2606586217880249,0.0005,0.8275820016860962,0.23175737261772156
54,0.8508153557777405,0.2625869810581207,0.0005,0.7911086082458496,0.2703445851802826
55,0.8503310084342957,0.26457956433296204,0.0005,0.8194002509117126,0.25434044003486633
56,0.8475327491760254,0.2658827602863312,0.0005,0.8070770502090454,0.2673478424549103
57,0.8527117967605591,0.25371691584587097,0.0005,0.8330714702606201,0.22938589751720428
58,0.8473264575004578,0.2653677463531494,0.0005,0.8218600153923035,0.2527783215045929
59,0.8520591259002686,0.2580853998661041,0.0005,0.7892239689826965,0.23232804238796234
60,0.853320837020874,0.2522410452365875,0.0005,0.817312479019165,0.22332118451595306
61,0.8568591475486755,0.2486525923013687,0.0005,0.83416348695755,0.22240638732910156
62,0.8522769212722778,0.2560594975948334,0.0005,0.8367983102798462,0.21997857093811035
63,0.8513254523277283,0.255094051361084,0.0005,0.7964357733726501,0.28809189796447754
64,0.8602015376091003,0.2423781156539917,0.0005,0.8164665102958679,0.23440322279930115
65,0.8559444546699524,0.25055721402168274,0.0005,0.807510495185852,0.2712576985359192
66,0.8600192666053772,0.2422868013381958,0.0005,0.8150578737258911,0.22369658946990967
67,0.8612530827522278,0.23754240572452545,0.0005,0.8320702910423279,0.22086979448795319
68,0.8568259477615356,0.24528126418590546,0.0005,0.8350449204444885,0.2284211665391922
69,0.8584825396537781,0.24436204135417938,0.0005,0.841105043888092,0.20263539254665375
70,0.8612771034240723,0.2361162155866623,0.0005,0.8376068472862244,0.21793866157531738
71,0.8635104298591614,0.23555542528629303,0.0005,0.8413189649581909,0.20229873061180115
72,0.8595079183578491,0.23564694821834564,0.0005,0.8341073989868164,0.20779313147068024
73,0.8621398210525513,0.23610654473304749,0.0005,0.8409097790718079,0.20576466619968414
74,0.8626377582550049,0.23313887417316437,0.0005,0.8449388146400452,0.2106887400150299
75,0.8626291155815125,0.2335461974143982,0.0005,0.8485472202301025,0.21249911189079285
76,0.8705507516860962,0.22412225604057312,0.0005,0.8392641544342041,0.2191011756658554
77,0.8664917945861816,0.2264707237482071,0.0005,0.8408156633377075,0.21145011484622955
78,0.8659703135490417,0.2262400984764099,0.0005,0.8165284395217896,0.22123953700065613
79,0.8654645681381226,0.2308686375617981,0.0005,0.7654761075973511,0.34248432517051697
80,0.8706458806991577,0.2124592661857605,0.00025,0.8541169762611389,0.19737468659877777
81,0.8771513104438782,0.20419660210609436,0.00025,0.8572657704353333,0.18496951460838318
82,0.8738983869552612,0.20531795918941498,0.00025,0.8440513610839844,0.1968434751033783
83,0.8767490386962891,0.20273567736148834,0.00025,0.8544941544532776,0.20119188725948334
84,0.8799892663955688,0.1984553188085556,0.00025,0.8609630465507507,0.18980227410793304
85,0.8789728879928589,0.19911837577819824,0.00025,0.8629119992256165,0.1888912171125412
86,0.87880939245224,0.19656124711036682,0.00025,0.8593553900718689,0.19720128178596497
87,0.8765657544136047,0.19946226477622986,0.00025,0.8441193103790283,0.22010019421577454
88,0.8812227249145508,0.19657903909683228,0.00025,0.8640105724334717,0.17230111360549927
89,0.8804362416267395,0.19496199488639832,0.00025,0.864223062992096,0.18159498274326324
90,0.8835872411727905,0.1933608055114746,0.00025,0.8668996095657349,0.1828274428844452
91,0.8808098435401917,0.19299252331256866,0.00025,0.8572267293930054,0.17388661205768585
92,0.8800408244132996,0.1928783357143402,0.00025,0.8677600622177124,0.16828112304210663
93,0.8841803073883057,0.18755555152893066,0.00025,0.8711966872215271,0.16711485385894775
94,0.8833726644515991,0.1881527155637741,0.00025,0.8616995215415955,0.17545264959335327
95,0.8854042291641235,0.18804101645946503,0.00025,0.8648338913917542,0.18805311620235443
96,0.8855922222137451,0.18670272827148438,0.00025,0.8673604726791382,0.16474781930446625
97,0.8827751278877258,0.18898989260196686,0.00025,0.8684041500091553,0.1692793071269989
98,0.8855792284011841,0.18196314573287964,0.00025,0.8565441966056824,0.199701189994812
